id,state,county_name,media_market,gender,political_party,education_area,age,gender_female,gender_male,income,maritalstatus_single,maritalstatus_married,length_of_residence,has_children,number_of_children,is_homeowner,is_renter,level_of_education,religion_catholic,religion_christian,donor_political_org,donor_liberal_org,donor_conservative_org,donor_religious_org,donor_health_org,occupation_blue_collar,occupation_farmer,occupation_professional_technical,occupation_retired,purchases_apparel,purchases_book,purchases_electronic,purchases_boat,purchases_luxuryitems,has_a_cat,interests_environment,interests_outdoorgarden,interests_outdoorsport,interests_guns,interests_golf,interests_investing,interests_veteranaffairs,ethnicity_afam,ethnicity_latino,ethnicity_asian,ethnicity_white,ethnicity_other,health_insurance
0f7797bac4387d6e8a933fba3ea05d45,TX,harris,houston tx,F,R,01-High Education Area,61,1,0,137,1,0,14,0,0,1,0,bach degree,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
726034e786943e90727f12cabc6f3806,TX,johnson,dallas-ft.worth tx,M,R,02-Medium Education Area,31,0,1,30,0,1,3,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
af94ac014e51de3721eb622f060986fa,TX,tarrant,dallas-ft.worth tx,F,R,03-Low Education Area,58,1,0,62,0,1,11,1,2,1,0,some college,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,Health Insurance Plan Red
0a7a915d6c267a9b9294955e4386d279,TX,el paso,el paso tx (las cruces nm),F,D,01-High Education Area,53,1,0,62,1,0,16,1,0,1,0,some college,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,Health Insurance Plan Blue
070a9ffbc23a5c3a00737d55e9d8e842,TX,fayette,austin tx,F,R,01-High Education Area,55,1,0,20,0,1,23,1,0,1,0,high school,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
640d9544663e434a461304d34d5cda14,TX,tarrant,dallas-ft.worth tx,F,I,01-High Education Area,24,1,0,112,0,1,6,1,1,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Red
27718819d6e035ad9a583d6e194326d0,TX,el paso,el paso tx (las cruces nm),M,D,03-Low Education Area,31,0,1,40,0,1,24,1,1,1,0,bach degree,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,Health Insurance Plan Red
f30db910a9c44630a4d5cdd5746e0e29,TX,dallas,dallas-ft.worth tx,M,R,02-Medium Education Area,61,0,1,225,0,1,21,1,2,1,0,bach degree,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,Health Insurance Plan Red
3087d657eb1885fbe1b8089337b9acb5,TX,harris,houston tx,M,I,01-High Education Area,50,0,1,300,0,1,0,1,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
1d0a750529b2dff728f74a4e189b5bb2,TX,harris,houston tx,M,R,01-High Education Area,64,0,1,137,0,1,24,1,1,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Red
ca933c4fad585d9ec896e66d0495c397,TX,harrison,shreveport la,M,R,02-Medium Education Area,55,0,1,62,0,1,28,1,0,1,0,high school,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,Health Insurance Plan Blue
dac5ad22f58f485370379d4f0427d53a,TX,dallas,dallas-ft.worth tx,F,D,03-Low Education Area,30,1,0,30,1,0,1,1,0,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
e74e21033c32c5e5f018814e5f497675,TX,williamson,austin tx,F,R,01-High Education Area,48,1,0,137,0,1,11,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
2e1f441d01cdf8a061e9dbc3577d08a6,TX,jim wells,corpus christi tx,F,D,03-Low Education Area,50,1,0,40,0,1,25,1,1,1,0,some college,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Uninsured
dab269db75f1072b319f358a82114ea4,TX,travis,austin tx,F,D,02-Medium Education Area,53,1,0,62,0,1,23,1,1,1,0,high school,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,Health Insurance Plan Red
ab3f7eb79889e5789a828d74f82a5236,TX,taylor,abilene-sweetwater tx,F,R,02-Medium Education Area,26,1,0,40,0,1,26,1,2,1,0,bach degree,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Red
bc9c1171ba7622cb3262840a4e191aba,TX,denton,dallas-ft.worth tx,M,R,02-Medium Education Area,59,0,1,87,0,1,25,1,0,1,0,bach degree,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
f71d82826a47e6deb2b60cfeeaece65f,TX,travis,austin tx,F,D,02-Medium Education Area,60,1,0,8,1,0,5,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Uninsured
8dcf088b4e73bb5ee0e9db675f5d2842,TX,grayson,sherman tx-ada ok,F,D,03-Low Education Area,60,1,0,62,0,1,18,1,0,1,0,high school,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,Health Insurance Plan Blue
31fdc363094f65f3bb3bf16a33afa7f2,TX,rusk,tyler-longview (lufkin & nacogdoches) tx,M,R,03-Low Education Area,42,0,1,40,0,1,4,1,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
d1f517953aa1e597636e776bba82aae9,TX,travis,austin tx,M,D,01-High Education Area,52,0,1,137,0,1,21,1,3,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Health Insurance Plan Red
ba27a7f506ec2ad4459e8ff6aa585e98,TX,dallas,dallas-ft.worth tx,F,D,03-Low Education Area,44,1,0,40,1,0,1,1,0,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
67038cbb8a6c1762f79abe7392b7fd25,TX,dallas,dallas-ft.worth tx,F,R,01-High Education Area,59,1,0,137,0,1,19,1,2,1,0,bach degree,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Red
cf26428d1f8bcf73d66a6c77cb30739b,TX,tarrant,dallas-ft.worth tx,M,R,02-Medium Education Area,56,0,1,62,0,1,11,0,0,1,0,some college,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
da545d886cc016f4db009d67caab379e,TX,harris,houston tx,M,I,03-Low Education Area,23,0,1,62,1,0,13,1,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
5288a6f72b485bea6c7cf432db54af7e,TX,harris,houston tx,F,R,01-High Education Area,37,1,0,187,0,1,3,1,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Red
498aa752a40b7b69a34b96139ed26a14,TX,midland,odessa-midland tx,F,R,02-Medium Education Area,56,1,0,62,1,0,11,1,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
536f478696d1776532b56113e5712095,TX,bexar,san antonio tx,M,D,03-Low Education Area,53,0,1,62,0,1,37,1,0,1,0,high school,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Health Insurance Plan Blue
b4f5ff1b9516f71700b4735c391f7342,TX,hidalgo,harlingen-weslaco-brownsville-mcallen tx,F,D,03-Low Education Area,51,1,0,20,0,1,7,1,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
eb24a5aee0f2580984f34df004c2a9d5,TX,travis,austin tx,F,D,01-High Education Area,36,1,0,112,1,0,0,0,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
31673bc1bfad067d2ac66744fb00f755,TX,tarrant,dallas-ft.worth tx,F,I,01-High Education Area,56,1,0,148,1,0,21,1,2,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Red
d93553b741151322e00cd034cc7b3cbb,TX,bexar,san antonio tx,M,R,03-Low Education Area,28,0,1,40,0,1,5,1,1,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Red
eae1c4f5ee8f41dfc68c1325e329f9f0,TX,dallas,dallas-ft.worth tx,M,I,02-Medium Education Area,48,0,1,300,0,1,7,1,2,1,0,some college,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Health Insurance Plan Red
52cd302d2caafc354c5fb13090b6fb70,TX,guadalupe,san antonio tx,M,I,02-Medium Education Area,50,0,1,87,0,1,1,0,0,0,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
d22b3121764f44156500c0299c755743,TX,bexar,san antonio tx,F,D,03-Low Education Area,36,1,0,40,0,1,4,1,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
548ca3b512f37ae538e0dc3627302c21,TX,tarrant,dallas-ft.worth tx,M,D,02-Medium Education Area,33,0,1,112,0,1,2,1,1,1,0,post graduate,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Red
ee24f2fe1f41385ec943523e74452ad9,TX,midland,odessa-midland tx,F,R,02-Medium Education Area,48,1,0,162,0,1,1,1,1,0,1,some college,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Health Insurance Plan Red
e229fcd3ceb9f299728d3b34f9cdde16,TX,lampasas,waco-temple-bryan tx,M,R,02-Medium Education Area,49,0,1,162,0,1,23,1,1,1,0,high school,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,Health Insurance Plan Red
3e2f2e9672df3dcf5a580ffadc240534,TX,tarrant,dallas-ft.worth tx,F,I,02-Medium Education Area,45,1,0,87,0,1,10,1,3,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Red
9f32c0f52ec2e3b98e47e44e56fc68bd,TX,denton,dallas-ft.worth tx,F,R,01-High Education Area,56,1,0,137,0,1,24,1,0,1,0,no hs degree,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,Health Insurance Plan Red
970e3f5d348b60e070ad20cd48408225,TX,dewitt,san antonio tx,F,R,02-Medium Education Area,53,1,0,162,0,1,13,1,2,1,0,some college,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Red
53d6f975c4c565f02afb44e20511a6f6,TX,bexar,san antonio tx,M,D,03-Low Education Area,64,0,1,112,0,1,27,1,2,1,0,some college,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,Uninsured
1475a99de31a683b6b3c277597f9ee13,TX,bexar,san antonio tx,F,D,02-Medium Education Area,28,1,0,40,0,1,5,1,1,1,0,no hs degree,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,Uninsured
2d0d651198ac1bb6b30eec666526bb9c,TX,medina,san antonio tx,M,I,03-Low Education Area,40,0,1,87,0,1,6,1,0,1,0,no hs degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
77af2ee2f5aa2997cefe3bfb6913c594,TX,hidalgo,harlingen-weslaco-brownsville-mcallen tx,M,I,03-Low Education Area,22,0,1,8,0,1,6,1,0,0,1,no hs degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
3efb2d5b6398690714e6356f3d0b3a75,TX,bexar,san antonio tx,F,D,02-Medium Education Area,28,1,0,87,0,1,16,1,1,1,0,some college,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Red
178339fd35bd06ee311022e4811447b6,TX,ellis,dallas-ft.worth tx,M,R,02-Medium Education Area,42,0,1,87,0,1,14,1,1,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,Health Insurance Plan Red
28b0c9acfe10928d1a026110b6ccfc9a,TX,bell,waco-temple-bryan tx,F,D,02-Medium Education Area,50,1,0,137,0,1,13,1,0,1,0,bach degree,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
0fa6bb41e44d4729e698dd8d0eaa80fe,TX,travis,austin tx,F,R,02-Medium Education Area,28,1,0,87,0,1,1,1,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
51d431830fb3c03f165750b43a653232,TX,harris,houston tx,F,D,03-Low Education Area,55,1,0,62,0,1,17,1,1,1,0,high school,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,Health Insurance Plan Red
c1731ea656c2c99bb7633879bf7252f5,TX,el paso,el paso tx (las cruces nm),F,D,02-Medium Education Area,41,1,0,112,0,1,11,1,4,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
2373cd2d4f1f4060e0d7593e60d3297b,TX,brazoria,houston tx,F,R,02-Medium Education Area,32,1,0,30,0,1,17,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
98d31cd7d398ebbb90bd78b7deab2c0b,TX,clay,wichita falls tx & lawton ok,F,R,02-Medium Education Area,24,1,0,62,0,1,11,1,1,1,0,high school,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Blue
093d1c3e0f61f40ef70210dbaee09884,TX,harris,houston tx,F,R,01-High Education Area,62,1,0,137,0,1,18,1,2,1,0,bach degree,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Red
73135a8488866cbd424581faaf5349fd,TX,hunt,dallas-ft.worth tx,M,R,03-Low Education Area,51,0,1,137,0,1,12,1,0,1,0,no hs degree,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
90b116429702384195588a991c9d4ad2,TX,travis,austin tx,F,D,01-High Education Area,38,1,0,162,0,1,1,1,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
b728d86e29bddb777a4919dfe77ecf84,TX,erath,dallas-ft.worth tx,F,R,03-Low Education Area,50,1,0,40,0,1,9,1,4,1,0,high school,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Health Insurance Plan Red
eb88612e6ddf687375f5850619f59dd9,TX,dallas,dallas-ft.worth tx,F,D,03-Low Education Area,51,1,0,62,0,1,18,1,0,1,0,some college,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
fb384caf529caef90ca7d5f307791169,TX,el paso,el paso tx (las cruces nm),F,D,01-High Education Area,58,1,0,137,0,1,23,1,1,1,0,some college,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Red
717674c9c6d2448cbcc3db9f1b8d5f4c,TX,bexar,san antonio tx,F,I,03-Low Education Area,50,1,0,62,0,1,21,1,2,1,0,some college,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Health Insurance Plan Blue
a24f6e582104ccf8032d24792a79d5b9,TX,travis,austin tx,M,D,01-High Education Area,21,0,1,300,0,1,17,1,1,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Red
3a89fa5aafd76a4180277268e1d392eb,TX,randall,amarillo tx,F,R,01-High Education Area,42,1,0,62,0,1,5,1,1,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Uninsured
9ac11d4ac96fa2f21c5ec89bbce5ab0d,TX,hays,austin tx,F,I,01-High Education Area,29,1,0,30,0,1,4,0,0,0,0,post graduate,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
ea56484a3dbb48d29e460359ea441ec7,TX,midland,odessa-midland tx,F,R,03-Low Education Area,46,1,0,112,0,1,6,1,2,1,0,high school,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
9b5946eee71ab0e775708af7b2f0dbb5,TX,mclennan,waco-temple-bryan tx,M,R,03-Low Education Area,31,0,1,8,0,1,3,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
d5634000eeeaf7eb86993bdffc0976b5,TX,harris,houston tx,M,D,01-High Education Area,62,0,1,20,0,1,8,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,Uninsured
a98dbd22c1e32a2ce6cac72d091ac07e,TX,bell,waco-temple-bryan tx,M,D,02-Medium Education Area,34,0,1,62,0,1,2,1,2,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Red
860f07ce76aa7b857620ab49b3b978d0,TX,dallas,dallas-ft.worth tx,M,R,01-High Education Area,43,0,1,62,0,1,35,1,0,1,0,post graduate,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
8eb1c91e0e1a3e5c47219bc574080dc7,TX,brazos,waco-temple-bryan tx,M,D,03-Low Education Area,63,0,1,62,0,1,31,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
8678a0093f9deb9089bec2c00407225d,TX,dallas,dallas-ft.worth tx,F,D,03-Low Education Area,35,1,0,62,0,1,19,1,1,1,0,high school,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,Health Insurance Plan Red
910919a9fabc4a817dc3994a31d39b4e,TX,brazoria,houston tx,F,R,03-Low Education Area,47,1,0,87,0,1,22,1,2,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,Health Insurance Plan Red
8e8b1d67277018c6789c9eb90501031d,TX,dallas,dallas-ft.worth tx,F,D,03-Low Education Area,33,1,0,40,0,1,18,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
134f0f942fa90c2540d6ae4616cffe64,TX,bexar,san antonio tx,M,I,02-Medium Education Area,29,0,1,30,0,1,16,1,1,1,0,some college,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Red
7304c9c0401d053ba8a0796c31e72635,TX,webb,laredo tx,M,D,03-Low Education Area,35,0,1,8,1,0,1,1,1,0,1,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Red
367fc3ea4ab52c32087df58387bcf06e,TX,dallas,dallas-ft.worth tx,M,R,01-High Education Area,26,0,1,62,0,1,36,1,1,1,0,some college,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Red
e5b2b2384cb5f70c1957f0e708ab2348,TX,harris,houston tx,M,R,01-High Education Area,43,0,1,62,0,1,11,1,2,1,0,bach degree,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,Uninsured
b10bfa2c4524c2df471055ac7a001c21,TX,brazoria,houston tx,F,R,02-Medium Education Area,46,1,0,40,0,1,0,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Uninsured
f38b6649fb1d31d742d98984b594f3ce,TX,bell,waco-temple-bryan tx,F,R,02-Medium Education Area,49,1,0,87,0,1,1,1,0,1,0,bach degree,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
7d8c3108c6fc9cde466998ab53b1eae2,TX,bell,waco-temple-bryan tx,F,D,03-Low Education Area,59,1,0,87,0,1,24,1,1,1,0,some college,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,Health Insurance Plan Red
6c5130aecbea44f8a75e42b39fe0973d,TX,harris,houston tx,M,R,02-Medium Education Area,43,0,1,137,0,1,2,1,2,0,1,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Uninsured
2d7e0ef89d467baa6718ec696ae6ce3f,TX,harris,houston tx,M,D,03-Low Education Area,34,0,1,87,0,1,9,1,2,1,0,some college,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Red
413601106bbaede387b50aca92534b60,TX,mclennan,waco-temple-bryan tx,M,D,03-Low Education Area,45,0,1,30,1,0,9,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Health Insurance Plan Blue
f002ce34c00bbec95ef8af0806bac45d,TX,jasper,beaumont-port arthur tx,F,D,03-Low Education Area,59,1,0,40,1,0,20,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
59e53eb5d419ad50b48fac5df2654a11,TX,ellis,dallas-ft.worth tx,F,R,01-High Education Area,32,1,0,162,0,1,9,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Uninsured
fbca0d4f9fe69eb405b87c07de7350dd,TX,tarrant,dallas-ft.worth tx,M,I,03-Low Education Area,30,0,1,87,0,1,18,0,0,1,0,high school,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
9f113b9b58ace708882181f152521b8f,TX,brazoria,houston tx,M,D,03-Low Education Area,48,0,1,40,0,1,19,1,1,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
223557a14e0d9d802c3371134f90eeed,TX,collin,dallas-ft.worth tx,F,D,01-High Education Area,26,1,0,62,0,1,1,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Uninsured
a1586e2a793726478ce2e00702b76585,TX,jefferson,beaumont-port arthur tx,F,D,03-Low Education Area,47,1,0,20,0,1,2,0,0,0,0,high school,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
32a957671be7710bf3441424a681b6ef,TX,ector,odessa-midland tx,M,D,03-Low Education Area,51,0,1,102,0,1,11,1,3,1,0,high school,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Health Insurance Plan Red
3e4f820d37c82e6d24d1a41c6f0480f7,TX,el paso,el paso tx (las cruces nm),F,D,02-Medium Education Area,42,1,0,162,0,1,8,1,0,1,0,some college,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,Health Insurance Plan Blue
4faa76a95aa903ce8adf0f98a1aec645,TX,tarrant,dallas-ft.worth tx,M,D,01-High Education Area,24,0,1,62,1,0,11,1,3,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Health Insurance Plan Red
734e5e45d54732a6b8d0694df3d4cc8e,TX,harris,houston tx,F,R,02-Medium Education Area,24,1,0,187,1,0,4,1,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
b93be16ae6fcc2d8dc8dc64958c2679e,TX,polk,houston tx,M,D,02-Medium Education Area,60,0,1,40,1,0,0,0,0,0,0,high school,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
